date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Wind speed,,,,,,,,
10-Jul-2021 - 00:00,38.46,127.25,9.73,28.82,23.26,22.69,11.9,58.51,1.46,,,,,,,,,
11-Jul-2021 - 00:00,41.96,121.96,9.67,25.25,21.31,21.37,9.63,64.86,1.45,,,,,,,,,
12-Jul-2021 - 00:00,35.9,114.56,13.38,30.23,26.98,20.55,13.21,46.06,1.62,,,,,,,,,
13-Jul-2021 - 00:00,34.35,94.02,11.74,27.55,24.23,20.74,9.33,39.75,1.66,,,,,,,,,
14-Jul-2021 - 00:00,40.23,106.8,10.59,29.8,24.49,21.7,9.43,38.96,1.76,,,,,,,,,
15-Jul-2021 - 00:00,42.4,127.53,8.01,21.77,18.12,22.74,10.57,58.08,1.19,,,,,,,,,
16-Jul-2021 - 00:00,47.13,128.57,7.43,23.27,18.44,26.49,10.03,76.71,1.4,,,,,,,,,
17-Jul-2021 - 00:00,61.04,147.12,9.38,30.77,24.01,27.96,8.96,86.95,1.67,,,,,,,,,
18-Jul-2021 - 00:00,37.79,123.46,8.69,32.6,24.42,23.74,5.81,69.56,1.48,,,,,,,,,
19-Jul-2021 - 00:00,14.73,37.07,5.48,23.99,17.23,22.31,3.55,45.44,2.2,,,,,,,,,
20-Jul-2021 - 00:00,23.5,95.25,9.12,27.98,22.05,31.78,5.4,49.15,2.54,,,,,,,,,
21-Jul-2021 - 00:00,33.28,102.28,12.63,30.76,26.45,36.5,5.89,57.08,1.6,,,,,,,,,
22-Jul-2021 - 00:00,23.94,72.83,5.95,14.11,12.36,33.79,5.63,53.65,1.53,,,,,,,,,
23-Jul-2021 - 00:00,36.21,103.7,9.91,29.79,23.93,28.81,5.38,60.32,1.46,,,,,,,,,
24-Jul-2021 - 00:00,51,144.61,9.02,32.86,24.83,26.98,7.69,73.06,2.63,,,,,,,,,
25-Jul-2021 - 00:00,41.07,126.39,7.89,24.73,19.59,26.32,7.04,71.19,1.18,,,,,,,,,
26-Jul-2021 - 00:00,50.71,122.1,6.34,27.76,19.93,26.96,5.9,77.85,1.18,,,,,,,,,
27-Jul-2021 - 00:00,43.11,92.84,6.58,24.91,18.63,28.73,6.6,58,1.34,,,,,,,,,
28-Jul-2021 - 00:00,16.84,43.55,6.27,20.4,15.97,25.29,4.05,36.91,1.27,,,,,,,,,
29-Jul-2021 - 00:00,22.1,68.64,8.3,19.62,17.21,23.77,4.66,36.27,1.26,,,,,,,,,
30-Jul-2021 - 00:00,26.3,61.35,7,23.67,18.29,22.98,4.43,41.1,1.34,,,,,,,,,
31-Jul-2021 - 00:00,26.35,100.94,15.98,24.02,25.81,22.29,5,43.76,1.47,,,,,,,,,
01-Aug-2021 - 00:00,28.92,93.88,14.33,27.03,26.06,22.01,4.05,38.86,1.36,,,,,,,,,
02-Aug-2021 - 00:00,46.88,118.39,14.64,30.84,28.34,22.49,7.02,43.5,1.62,,,,,,,,,
03-Aug-2021 - 00:00,31.34,100.62,6.23,22.34,16.96,22.5,5.67,35.82,1.24,,,,,,,,,
04-Aug-2021 - 00:00,25.18,91.75,6.23,23.81,17.74,21.83,5.54,34.09,1.3,,,,,,,,,
05-Aug-2021 - 00:00,38.19,131.6,6.6,23.83,18.07,21.76,9.7,40.1,1.38,,,,,,,,,
06-Aug-2021 - 00:00,42.15,130.64,7.55,24.65,19.28,22.09,7.14,44.11,1.26,,,,,,,,,
07-Aug-2021 - 00:00,41.36,112.2,9.67,29.93,23.81,21.48,8.5,39.53,1.43,,,,,,,,,
08-Aug-2021 - 00:00,35.8,82.86,6.69,26.5,19.56,20.01,8.05,34.72,1.39,,,,,,,,,
09-Aug-2021 - 00:00,57.24,126.69,12.37,37.77,30.18,17.95,7.12,48.57,1.54,,,,,,,,,
10-Aug-2021 - 00:00,38.71,156.47,6.36,25.4,18.69,12.62,5.25,42.91,1.21,,,,,,,,,
11-Aug-2021 - 00:00,32.48,144.59,6.12,20.01,15.64,9.96,6.14,29.97,1.37,,,,,,,,,
12-Aug-2021 - 00:00,33.74,164.59,9.45,24.11,20.53,9.59,7.02,29.55,1.37,,,,,,,,,
13-Aug-2021 - 00:00,34.29,183.49,10.8,23.11,21.1,9.2,5.77,31.05,1.24,,,,,,,,,
14-Aug-2021 - 00:00,33.82,191.38,4.02,17.95,12.84,8.9,5.11,32.57,1.37,,,,,,,,,
15-Aug-2021 - 00:00,32.72,154.7,3.36,15.47,10.97,8.46,7.81,35.59,1.34,,,,,,,,,
16-Aug-2021 - 00:00,40.25,208.4,6.97,19.64,16.14,8.68,6.74,39.95,0.9,,,,,,,,,
17-Aug-2021 - 00:00,52.16,215.06,9.83,24.03,20.8,11.11,6.52,48.96,0.51,,,,,,,,,
18-Aug-2021 - 00:00,63.76,219.31,15.05,29.49,27.96,10.05,9.04,52.61,0.68,,,,,,,,,
19-Aug-2021 - 00:00,80.25,242.67,21.85,34.51,36.18,9.58,9.45,55.05,0.66,,,,,,,,,
20-Aug-2021 - 00:00,43.01,123.85,12.19,25.47,23.49,8.89,6.28,37.39,0.45,,,,,,,,,
21-Aug-2021 - 00:00,25.14,60.12,5.92,13.64,12,10.99,4.89,41.94,0.75,,,,,,,,,
22-Aug-2021 - 00:00,33.93,60.95,13.76,23.08,23.49,11.66,4.09,49.76,0.5,,,,,,,,,
23-Aug-2021 - 00:00,43.23,91.61,10.31,29.8,24.24,10.75,3.8,69.87,0.9,,,,,,,,,
24-Aug-2021 - 00:00,48.75,106.67,13.83,26.46,25.36,13.66,3.16,63.06,1.71,,,,,,,,,
25-Aug-2021 - 00:00,35.92,133.17,10.7,21.02,19.92,10.71,3.18,48.67,2.21,,,,,,,,,
26-Aug-2021 - 00:00,28.83,135.29,7.6,16.46,14.95,9.12,5.03,38.79,3.36,,,,,,,,,
27-Aug-2021 - 00:00,37.93,181.92,8.42,22.71,18.96,9.29,5.44,41.76,1.07,,,,,,,,,
28-Aug-2021 - 00:00,44.12,158.31,10.03,26.25,22.14,14.37,4.72,48.43,1.52,,,,,,,,,
29-Aug-2021 - 00:00,56.84,152.48,13.25,26.53,24.92,22.95,5.02,54.29,1.67,,,,,,,,,
30-Aug-2021 - 00:00,26.46,74.06,9.59,15.49,16.06,26.74,6.33,45.32,2.11,,,,,,,,,
31-Aug-2021 - 00:00,23.11,56.5,14.51,17.31,21.05,23.32,4.87,37.86,1.87,,,,,,,,,
01-Sep-2021 - 00:00,25.06,64.4,8.15,17.56,15.99,21.79,4.64,32.61,1.27,,,,,,,,,
02-Sep-2021 - 00:00,28.21,65.65,11.28,19.92,19.79,20.63,4.08,45.1,1.94,,,,,,,,,
03-Sep-2021 - 00:00,26,72.54,10.97,25.1,22.29,19.73,4.26,54.56,1.28,,,,,,,,,
04-Sep-2021 - 00:00,25.17,63,22.88,34.31,36.9,21.52,4.19,46.78,1.72,,,,,,,,,
05-Sep-2021 - 00:00,65.33,137.88,27.45,37.33,42.23,22.27,4.85,69.82,1.49,,,,,,,,,
06-Sep-2021 - 00:00,61.92,139.08,14.43,35.56,30.68,22.87,5.92,67.05,1.32,,,,,,,,,
07-Sep-2021 - 00:00,51.54,123.04,12.27,26.26,23.98,25.15,6.93,58.46,1.39,,,,,,,,,
08-Sep-2021 - 00:00,25.38,70.96,10.91,20.28,19.69,26.29,3.73,43.58,1.36,,,,,,,,,
09-Sep-2021 - 00:00,31.79,91.12,9.05,23.76,20.03,24.55,3.74,44.18,1.32,,,,,,,,,
10-Sep-2021 - 00:00,34.67,86.54,10.22,22.26,20.18,22.33,4.1,42.66,1.35,,,,,,,,,
11-Sep-2021 - 00:00,17.71,47.75,6.68,17.45,14.73,20.49,4.04,35.31,1.25,,,,,,,,,
12-Sep-2021 - 00:00,25.38,67.83,6.32,22.1,16.91,19.59,4.64,49.36,1.28,,,,,,,,,
13-Sep-2021 - 00:00,33.25,127.96,7.98,22.02,18.22,18.96,6.38,40.53,1.34,,,,,,,,,
14-Sep-2021 - 00:00,33.54,120,5.6,18.04,14.16,20.32,8.42,37.62,1.45,,,,,,,,,
15-Sep-2021 - 00:00,28.92,103.29,22.59,29.27,33.99,20.08,7.1,39.13,1.38,,,,,,,,,
16-Sep-2021 - 00:00,40.3,97.81,30.83,30.64,41.44,21.36,4.89,30.19,1.43,,,,,,,,,
17-Sep-2021 - 00:00,30.31,106.7,5.21,18.16,13.89,23.99,6.04,30,0.7,,,,,,,,,
18-Sep-2021 - 00:00,29.97,90.14,7.1,19.83,16.34,23.79,4.95,39.71,1.03,,,,,,,,,
19-Sep-2021 - 00:00,37.07,105.01,16.67,30.5,29.81,24.07,5.6,43.2,0.98,,,,,,,,,
20-Sep-2021 - 00:00,37.38,114.73,23.83,36.69,38.94,21.76,4.36,52.6,1,,,,,,,,,
21-Sep-2021 - 00:00,48.04,131.58,20.93,33.12,34.69,24.02,5.26,45.83,1.04,,,,,,,,,
22-Sep-2021 - 00:00,24.31,69.99,10.52,22.26,20.42,23.64,3.91,39.66,0.93,,,,,,,,,
23-Sep-2021 - 00:00,24.65,74.07,11.28,27.67,23.91,21.62,4.03,40.74,0.92,,,,,,,,,
24-Sep-2021 - 00:00,27.09,83.26,8.8,21.86,18.77,19.85,6.11,39.95,1.18,,,,,,,,,
25-Sep-2021 - 00:00,26.3,82.48,4.35,17.68,12.95,20.51,6.01,48.18,1.57,,,,,,,,,
26-Sep-2021 - 00:00,26.35,71.3,6.39,15.89,13.66,21.67,5.01,49.03,1.18,,,,,,,,,
27-Sep-2021 - 00:00,65.57,173.5,3.73,27.6,17.72,21.34,11.93,68.96,1.25,,,,,,,,,
28-Sep-2021 - 00:00,46.58,129.54,10.66,26.79,22.93,21.88,8.35,47.04,1.1,,,,,,,,,
29-Sep-2021 - 00:00,39.88,115.58,14.9,31.55,28.93,26.53,9.54,41.62,1.39,,,,,,,,,
30-Sep-2021 - 00:00,44.83,128.17,20.29,38.07,36.79,25.06,6.62,51.03,1.23,,,,,,,,,
01-Oct-2021 - 00:00,60.75,166.92,24.06,42.58,42.26,24.74,6.39,54.05,1.23,,,,,,,,,
02-Oct-2021 - 00:00,65.83,149.08,23.93,27.25,34,25.74,6.14,50.13,1.35,,,,,,,,,
03-Oct-2021 - 00:00,39.62,91.54,6.22,20.81,16.14,25.69,5.11,47.35,1.28,,,,,,,,,
04-Oct-2021 - 00:00,37.04,112.34,14.86,26.4,26.16,23.03,7.33,33.34,0.99,,,,,,,,,
05-Oct-2021 - 00:00,35.5,109.98,11.91,28.63,24.94,20.3,8.1,42.44,1.11,,,,,,,,,
06-Oct-2021 - 00:00,46.31,115.4,7.18,23.06,18.13,21.12,7.46,44.89,1.22,,,,,,,,,
07-Oct-2021 - 00:00,72.39,171.72,6.09,33.31,22.68,22.49,7.72,51.17,1.25,,,,,,,,,
08-Oct-2021 - 00:00,81.65,206.33,8.15,40.03,27.93,21.61,8.43,45.82,1.36,,,,,,,,,
09-Oct-2021 - 00:00,89.82,236.48,16.09,47.57,38.42,21.71,12.34,36.43,1.27,,,,,,,,,
10-Oct-2021 - 00:00,77.56,195.81,43.3,38.1,55.57,22.94,10.88,33.87,1.39,,,,,,,,,
11-Oct-2021 - 00:00,77.34,228.62,66.73,42.54,77.03,26.09,11.21,27.4,1.27,,,,,,,,,
12-Oct-2021 - 00:00,76.31,231.4,54.67,39.12,65.38,27.82,9.87,33.24,1.42,,,,,,,,,
13-Oct-2021 - 00:00,84.9,246.32,4.47,37,23.33,31.29,10.48,54.05,1.26,,,,,,,,,
14-Oct-2021 - 00:00,74.46,197.67,4.67,41.16,25.71,28.34,7.5,48.67,1.2,,,,,,,,,
15-Oct-2021 - 00:00,93.75,197.38,6.76,40.81,27.21,29.39,8.49,52.88,1.34,,,,,,,,,
16-Oct-2021 - 00:00,178.91,345.74,9.28,67.65,43.47,35.52,7.65,26.32,1.26,,,,,,,,,
17-Oct-2021 - 00:00,193.3,296.18,11.13,32.59,26.41,45.18,5.21,24.78,1.33,,,,,,,,,
18-Oct-2021 - 00:00,19.41,78.18,8.41,24.51,19.63,42.56,6.69,25.95,1.04,,,,,,,,,
19-Oct-2021 - 00:00,80.43,138.69,3.49,38.39,23.22,42.01,4.47,55.79,1.27,,,,,,,,,
20-Oct-2021 - 00:00,117.45,206.27,5.32,47.44,29.58,40.69,11.11,50.9,1.23,,,,,,,,,
21-Oct-2021 - 00:00,85.19,220.2,11.87,52.76,37.74,37.01,13.94,40.38,1.16,,,,,,,,,
22-Oct-2021 - 00:00,84.82,212.12,15.51,49.52,38.97,47.07,14.5,34.43,1.17,,,,,,,,,
23-Oct-2021 - 00:00,122.6,319.66,98.91,50.37,107.36,52.79,11.81,13.25,1.27,,,,,,,,,
24-Oct-2021 - 00:00,95.08,215.29,7.83,4.37,8.61,55.14,9.21,35.33,1.14,,,,,,,,,
25-Oct-2021 - 00:00,46.29,111.54,5.36,4.13,6.57,49.29,7.72,39.44,1.26,,,,,,,,,
26-Oct-2021 - 00:00,75.67,160.92,12.01,34.05,27.91,46.54,7.07,35.06,1.1,,,,,,,,,
27-Oct-2021 - 00:00,131.08,258.67,11.11,48.92,35.07,57.39,14.52,46.24,1.2,,,,,,,,,
28-Oct-2021 - 00:00,142.3,249.65,10.86,43.41,31.93,64.03,11.99,43.48,1.26,,,,,,,,,
29-Oct-2021 - 00:00,157.79,277.33,15.3,46.86,37.4,60.91,11.57,44.84,1.15,,,,,,,,,
30-Oct-2021 - 00:00,140.12,253.67,7.68,36.14,25.47,62.06,13.47,48.91,1.15,,,,,,,,,
31-Oct-2021 - 00:00,170.92,314.64,17.54,35.81,33.32,70.26,17.56,49.2,1.19,,,,,,,,,
